YORF	NAME	GWEIGHT	0 hr	9.5 hr	11.5 hr	13.5 hr	15.5 hr	18.5 hr	20.5 hr
YAR035W		1	-0.26	-0.2	0.14	-0.35	-0.34	0.07	-0.41
YDR300C		1	-0.36	-0.23	0.11	-0.34	-0.58	0	-0.47
YDR110W		1	-0.32	-0.3	0.25	-0.3	-0.54	0.11	-0.67
YHR111W		1	-0.23	-0.23	0.2	-0.18	-0.42	0.04	-0.49
YGL227W		1	-0.09	-0.18	0.11	-0.06	-0.23	0.07	-0.3
YOR148C		1	-0.06	-0.14	0.11	-0.1	-0.27	0.11	-0.3
YBR163W		1	-0.38	-0.06	0.15	-0.38	-0.79	-0.18	-1
YNL231C		1	-0.1	-0.04	0.16	-0.18	-0.47	-0.03	-0.64
YNL227C		1	-0.25	-0.25	0.25	-0.79	-0.64	-0.1	-0.89
YMR223W		1	-0.22	0	0.12	-0.6	-0.67	-0.09	-0.71
YGL060W		1	-0.25	-0.36	-0.04	-0.47	-0.81	0.15	-0.62
YNL245C		1	-0.17	-0.27	0.04	-0.32	-0.49	0.07	-0.49
YGR283C		1	-0.06	-0.4	0.03	-0.54	-0.62	-0.06	-0.6
YHL007C		1	0.06	-0.34	0.08	-0.47	-0.71	-0.12	-0.69
YLR004C		1	-0.09	-0.27	0.03	-0.58	-0.84	0	-0.81
YPL052W		1	-0.09	-0.18	-0.06	-0.49	-0.6	0.01	-0.58
YBL005W-B		1	-0.1	-0.23	0.06	-0.42	-0.76	-0.18	-0.84
YER127W		1	-0.2	-0.3	0.15	-0.36	-0.86	-0.12	-0.79
YOR236W		1	-0.3	-0.18	0.06	-0.43	-0.54	-0.09	-0.69
YDR156W		1	-0.45	-0.25	0.04	-0.43	-0.74	-0.07	-0.79
YBR195C		1	-0.3	-0.3	0.06	-0.34	-0.56	-0.03	-0.69
YBR175W		1	-0.22	-0.22	0.03	-0.38	-0.4	0.04	-0.69
YOR118W		1	-0.27	-0.25	0.08	-0.43	-0.56	0.06	-0.76
YHR115C		1	-0.22	-0.18	0.06	-0.4	-0.51	0.04	
YMR024W		1	-0.1	-0.07	-0.01	-0.15	-0.32	0.03	-0.6
YOL104C		1	-0.18	-0.12		-0.22	-0.45	0.04	-0.67
YLR444C		1	-0.04	-0.12	-0.04	-0.29	-0.38	0	-0.62
YOR144C		1	-0.14	-0.15	-0.04	-0.42	-0.67	0.04	-0.94
YBL009W		1	-0.12	-0.32	0.08	-0.58	-0.89	0	-1.18
YPL070W		1	-0.1		0.06	-0.3	-0.56	0.15	-0.71
YNL191W		1	-0.1	-0.1	-0.03	-0.29	-0.56	0.08	-0.58
YGL144C		1	-0.36	-0.4	-0.07	-0.42	-0.94	0.34	-1.18
YDR278C		1	-0.1	-0.15	-0.06	-0.23	-0.36	0.15	-0.49
YDR428C		1	-0.22	-0.34	-0.15	-0.45	-0.58	0.06	-0.81
YGR073C		1	-0.14	-0.25	-0.06	-0.18	-0.42	0	-0.51
YLR147C		1	-0.06	-0.2	-0.09	-0.14	-0.34	0.04	-0.36
YHR101C		1	0	-0.3	0.14	-0.22	-0.43	0.03	-0.49
YGL136C		1	-0.14	-0.1	0.3	-0.03	-0.36	-0.09	-0.62
YGL256W		1	-0.1	-0.3	0.48	-0.4	-0.6	-0.1	-0.79
YNR044W		1	-0.09	-0.17	0.38	-0.12	-0.38	-0.1	-0.36
YOR226C		1	-0.27	-0.14	0.21	-0.18	-0.34	-0.09	-0.38
YIL054W		1	-0.23	-0.23	0.21	-0.27	-0.18	-0.18	-0.32
YOR324C		1	-0.3	-0.36	0.36	-0.42	-0.29	0.03	-0.58
YOR104W		1	-0.23	-0.27	0.19	-0.23	-0.15	-0.04	-0.47
YHR164C		1	-0.18	-0.34	0.26	-0.36	-0.27	-0.12	-0.69
YOR330C		1	-0.4	-0.38	0.2	-0.51	-0.34	-0.36	-0.94
YPR087W		1	-0.4	-0.27	0.19	-0.54	-0.22	-0.15	-1.06
YOL066C		1	-0.32	0	0.38	-0.36	-0.36	-0.12	-0.79
YCL065W		1	-0.09	-0.07	0.21	-0.23	-0.1	-0.18	-0.34
YER010C		1	-0.07	-0.32	0.36	-0.27	-0.12	-0.18	-0.67
YGR181W		1	0.03	-0.18	0.15	-0.1	-0.25	0.01	-0.58
YOR198C		1	0.06	-0.1	0.25	-0.3	-0.3	0.24	-0.97
YOR046C		1	0.14	-0.09	0.4	-0.23	-0.45	0.4	-1.03
YDR152W		1	-0.01	-0.09	0.15	-0.18	-0.43	0.32	-0.6
YBL011W		1	-0.06	-0.09	0.12	-0.27	-0.23	0.2	-0.47
YBL061C		1	-0.15	-0.23	0.29	-0.34	-0.43	0.38	-0.81
YGL168W		1	-0.09	-0.1	0.15	-0.15	-0.23	0.07	-0.42
YGR195W		1	-0.14	-0.01	0.24	-0.17	-0.29	0.2	-0.69
YCL011C		1	-0.3	-0.2	0.34	-0.15	-0.4	0.3	-1.09
YIL114C		1	-0.15	-0.2	0.4	0.07	-0.4	0.14	-0.69
YER123W		1	-0.18	-0.18	0.14	0.07	-0.47	0.08	-0.62
YOR368W		1	-0.18	-0.18	0.32	-0.04	-0.74	0.29	-0.86
YJL208C		1	0.01	-0.12		-0.07	-0.56	0.24	-0.67
YDL176W		1	-0.25	-0.1	0.21	-0.1	-0.43	0.34	-0.42
YBL083C		1	-0.1	-0.18	0.38	-0.36	-0.32	0.2	-0.56
YCL047C		1	-0.17	-0.18	0.34	-0.18	-0.3	0.26	-0.36
YKL132C		1	-0.17	-0.18		-0.27	-0.38	0.38	-0.47
YDR302W		1	-0.42	-0.14	0.34	-0.15	-0.34	0.3	-0.56
YIL158W		1	-0.3	-0.07	0.34	-0.12	-0.17	0.21	-0.4
YMR274C		1	-0.43	-0.04	0.4	-0.34	-0.27	0.38	-0.92
YIL134W		1	-0.45	0.01	0.26	-0.23	-0.14	0.38	-0.62
YPL051W		1	-0.23	-0.14		-0.38	-0.1	0.32	-0.49
YGL241W		1	-0.09	-0.01	0.26	-0.18	-0.1	0.19	-0.32
YPR107C		1	-0.22	-0.04	0.14	-0.32	-0.22	0.16	-0.56
YDL008W		1	-0.22	0.07	0.01	-0.18	-0.27	0.24	-0.58
YLR274W		1	-0.06	0.15	0.06	-0.1	-0.2	0.25	-0.4
YLR026C		1	-0.23	0.25	0.16	-0.27	-0.36	0.45	-0.64
YJL058C		1	-0.14	0.08	0.07	-0.14		0.26	-0.34
YDL172C		1	-0.1	0.12	0.04	-0.15	-0.34	0.24	-0.34
YGL124C		1	-0.07	0.03	0.19	-0.1	-0.23	0.24	-0.34
YGL100W		1	-0.14	0.16	0.32	-0.18	-0.29	0.26	-0.69
YLL033W		1	-0.1	0.16	0.19	-0.12	-0.17	0.2	-0.3
YDR482C		1	-0.18	0.08	0.12	-0.2	-0.15	0.19	-0.25
YGR114C		1	-0.17	-0.1	0.07	0.06	-0.09	0	-0.23
YNL319W		1	-0.34	-0.32	0.16	0.06	-0.25	0.08	-0.4
YGL140C		1	-0.25	-0.2	0.12	0.03	-0.29	-0.1	-0.23
YOR325W		1	-0.23	-0.36	0.15	0.25	-0.36	-0.06	-0.22
YHR091C		1	-0.32	-0.4	-0.01	0.34	-0.38	0.08	-0.42
YDL087C		1	-0.22	-0.23	-0.15	0.03	-0.32	0.04	-0.17
YFL034W		1	-0.3	-0.56	-0.2	0.12	-0.42	0.03	-0.34
YIL100W		1	-0.36	-0.6		0.12	-0.43	-0.15	-0.4
YOR199W		1	-0.17	-0.32	-0.22	0.12	-0.32	-0.23	-0.3
YPL200W		1	-0.25	-0.49	-0.09	0.08	-0.56	-0.42	-0.34
YCL058C		1	-0.27	-0.56	0.04	0	-0.3	-0.1	-0.14
YJR061W		1	-0.23	-0.4	-0.07	0.12	-0.06	-0.1	-0.1
YPR197C		1	0.06	-0.03	0.29	0.14	0.04	-0.56	-0.27
YDR325W		1	-0.1	0.11	0.34	0	0	-0.51	-0.22
YLR287C		1	0.08	-0.06	0.58	-0.23	-0.18	-1.56	-0.51
YLR277C		1	0.03	-0.1	0.12	-0.09	-0.06	-0.47	-0.18
YLR371W		1	0	-0.14	-0.18	-0.27	0.12	-0.47	-0.14
YPR035W		1	-0.22	0.15	-0.06	-0.1	0.48	-1.18	-0.34
YML084W		1	-0.14	0.16	0.12	-0.18	0.03	-0.42	-0.1
YPR046W		1	-0.23	0.08	0	-0.18	-0.07	-0.36	-0.1
YNL328C		1	-0.29	0	-0.04	-0.36	-0.01	-0.36	-0.04
YNL172W		1	-0.18	-0.03	0.12	-0.17	0.15	-0.2	-0.18
YDR356W		1	-0.14	0	0.14	-0.32	0.03	-0.27	-0.25
YGR262C		1	0.04	-0.2	0.11	-0.32	0.11	-0.27	-0.27
YLR229C		1	0.12	-0.06	0.15	-0.25	0.16	-0.15	-0.51
YOL034W		1	-0.03	-0.07	0.11	-0.4	0.07	-0.1	-0.47
YAL039C		1	-0.17	-0.1	0.06	-0.36	0.11	-0.14	-0.51
YKL166C		1	-0.06	0.01	-0.01	-0.36	0.24	-0.4	-0.74
YOR375C		1	0.24	0.14	0.07	-0.49	0.41	-0.79	-0.79
YIL016W		1	-0.23	-0.17	0.24	-0.2	0.43	-0.49	-0.71
YOR202W		1	-0.27	-0.09	0.25	-0.23	0.2	-0.51	-0.76
YNL044W		1	-0.32	-0.3	0.2	-0.17	0.16	-0.47	-0.97
YPL234C		1	-0.22	-0.23	0.2	-0.06	0.3	-0.54	-0.97
YOR122C		1	-0.18	-0.17	0.19	0.07	0.21	-0.27	-0.51
YDR127W		1	-0.18	0.14	-0.12	-0.1	0.01	-0.64	-0.56
YDR135C		1	-0.06	0.14	-0.1	-0.1	-0.1	-0.81	-0.15
YDR261C		1	0.11	0.25	-0.17	0	-0.14	-0.92	-0.3
YGL201C		1	0.07	0.3	-0.04	-0.22	-0.43	-1.09	-0.42
YAL062W		1	0.32	0.32	-0.22	-0.29	-0.04	-0.71	-0.3
YMR015C		1	0.36	0.41	0.01	-0.18	-0.04	-0.74	-0.45
YBL092W		1	0.54	-0.07	-0.1	-0.32	-0.32	-0.94	-0.84
YFL067W		1	0.19	0.21	0.03	-0.06	-0.38	-0.67	-0.4
YJR029W		1	0.36	0.26	0.04	-0.1	-0.4	-0.92	-0.6
YHL050C		1	0.21	0.19	0.06	0.03	-0.23	-0.36	-0.34
YKL209C		1	0.16	0.04	0.12	0.07	-0.17	-0.45	-0.34
YDR170C		1	-0.04	0.41	-0.03	-0.04	-0.4	-0.6	-0.71
YDL132W		1	-0.07	0.25	-0.12	0.01	-0.34	-0.42	-0.47
YDR024W		1	-0.43	0.89	-0.3	-0.4	-0.64	-1.6	-1.74
YNL289W		1	0.01	0.29	-0.1	-0.09	-0.4	-1.18	-1
YDL052C		1	-0.04	0.52	-0.1	-0.29	-0.56	-1.43	-1.47
YJL186W		1	0.07	0.24	0.03	-0.07	-0.27	-0.6	-0.62
YML040W		1	0.16	0.34	0.03	-0.09	-0.3	-0.94	-1.15
YHR075C		1	0.11	0.16	0.08	0	-0.04	-0.32	-0.36
YML045W		1	0.11	0.6	0.14	0	-0.3	-1	-1.12
YMR051C		1	0.08	0.71	0.4	-0.14	-0.27	-0.92	-1.03
YAL029C		1	-0.07	0.86	0.14	-0.1	-0.23	-0.84	-1
YBR242W		1	-0.14	0.74	0.26	-0.2	-0.47	-0.94	-0.81
YDL171C		1	0.08	0.86	0.04	-0.01	-0.4	-0.89	-0.67
YCR087W		1	0.14	0.74	0.21	-0.15	-0.38	-0.49	-0.71
YCR017C		1	0.08	0.31	0.14	-0.02	-0.27	-0.29	-0.35
YDL201W		1	0	0.89	0.11	-0.4	-0.79	-0.79	-1.15
YER137C		1	-0.03	0.3	0.06	-0.14	-0.27	-0.36	-0.38
YBR186W		1	-0.18	0.86	0.21	-0.56	-1	-1	-1
YCR089W		1	-0.09	0.78	0.04	-0.42	-0.81	-0.74	-0.64
YBL063W		1	-0.04	0.78	-0.1	-0.43	-0.86	-0.89	-0.94
YML049C		1	-0.06	0.36	-0.12	-0.38	-0.4	-0.47	-0.56
YDL037C		1	0.12	1.12	-0.04	-1.6	-1.69	-1.69	-1.89
YFL002C		1	0	0.5	0.15	-0.51	-0.47	-0.81	-0.54
YGL034C		1	-0.04	0.34	0.04	-0.18	-0.27	-0.51	-0.23
YCR067C		1	-0.01	0.43	0	-0.29	-0.22	-0.6	-0.23
YHL030W		1	-0.03	0.16	-0.06	-0.12	-0.15	-0.34	-0.22
YBR276C		1	0.07	0.43	0.06	-0.42	-0.12	-0.47	-0.54
YOR253W		1	-0.04	0.01	0.24	-0.23	0.01	-0.34	-0.62
YBR174C		1	-0.15	0.11	0.26	-0.27	-0.04	-0.32	-0.4
YOR079C		1	-0.06	0.2	0.43	-0.4	-0.18	-0.71	-0.71
YML126C		1	0.48	0.71	0.67	-0.27	-0.17	-1.15	-0.94
YGR240C		1	0.26	0.54	0.43	-0.18	-0.15	-0.94	-0.79
YLR153C		1	0.24	0.41	0.36	-0.07	-0.17	-1.06	-0.74
YBR012W-A		1	0.2	0.21	0.32	-0.06	-0.1	-0.94	-0.56
YDL095W		1	0.2	0.3	0.19	-0.14	0.03	-1.22	-0.84
YDL070W		1	0.11	0.12	0.14	-0.04	-0.12	-0.97	-0.71
YAR010C		1	0.04	0.12	0.07	-0.01	0	-0.62	-0.58
YBL005W-A		1	0.11	0.14	0.04	-0.03	0.04	-0.64	-0.6
YAL023C		1	0.14	0.14	0.11	-0.34	0	-1.36	-1.15
YNL291C		1	0	0.08	0.32	-0.23	0.2	-1.12	-0.97
YJL039C		1	0.01	0.16	0.26	-0.1	0.15	-0.74	-0.71
YNL192W		1	0.03	0.25	0.25	-0.27	0.03	-0.76	-0.74
YER056C		1	0.14	0.54	0.69	-0.3	-0.17	-1.56	-1.84
YNL287W		1	0.16	0.26	0.25	-0.18	-0.07	-0.62	-0.62
YDR093W		1	0.25	0.21	0.2	-0.2	0.01	-0.6	-0.74
YNL300W		1	0.29	0.08	0.11	-0.04	0.06	-0.42	-0.56
YER177W		1	0.3	0.29	0.19	0.12	0.29	-0.38	-1.06
YGR228W		1	0.36	0.21	0.26	0	0.01	-0.36	-1.09
YDR224C		1	0.36	0.21	0.19	-0.01	0.03	-0.2	-1
YDR190C		1	0.01	0.07	0.24	-0.06	-0.1	-0.04	-0.92
YMR235C		1	0.07	0.2	0.5	0	-0.07	-0.2	-1.36
YOR051C		1	0.24	0.19	0.81	-0.15	-0.04	-0.23	-1.56
YMR149W		1	0.15	0.06	0.45	0.08	-0.18	-0.03	-1.03
YPR169W		1	0.15	0.15	0.48	0.01	-0.15	-0.36	-1.22
YOR168W		1	0.24	0.19	0.45	-0.07	-0.3	-0.32	-1.36
YOR169C		1	0.29	0.2	0.45	-0.09	-0.18	-0.27	-1.09
YDR429C		1	0.48	0.25	0.58	-0.17	-0.36	-0.27	-1.29
YJL078C		1	0.16	0.4	0.58	0.06	-0.2	-0.18	-0.74
YJL014W		1	0.26	0.54	0.64	0.01	-0.22	-0.32	-0.92
YOR315W		1	0.32	0.52	0.6	-0.09	-0.27	-0.18	-0.84
YOR151C		1	0.29	0.29	0.36	0.07	-0.15	-0.1	-0.6
YMR312W		1	0.11	0.08	0.08	-0.01	-0.03	-0.03	-0.18
YNL127W		1	0.29	0.24	0.21	0.08	-0.1	-0.2	-0.6
YOL149W		1	0.19	0.15	0.24	0.06	-0.04	-0.18	-0.54
YER055C		1	0.15	0.41	0.58	0.04	-0.1	-0.23	-1.15
YGL026C		1	0.21	0.38	0.43	0.03	-0.18	-0.3	-0.92
YBR162W-A		1	0.2	0.4	0.6	0.24	-0.17	-0.47	-1.06
YGL012W		1	0.12	0.41	0.71	0.14	-0.1	-0.49	-1.22
YNL066W		1	0.11	0.34	0.76	0.14	0.03	-0.64	-1.51
YFL026W		1	0.14	0.29	0.69	-0.06	0.11	-0.42	-0.89
YGR175C		1	0.24	0.41	0.84	0.06	0.07	-0.42	-1.03
YER146W		1	0.15	0.15	0.41	0.01	-0.03	-0.18	-0.54
YER104W		1	0.21	0.32	0.52	-0.06	-0.04	-0.36	-0.84
YDR158W		1	0.34	0.48	0.64	0.04	-0.03	-0.51	-1.09
YHR074W		1	0.04	0.12	0.43	0.07	0	-0.23	-0.49
YDR264C		1	0.12	0.22	0.37	-0.07	0.01	-0.17	-0.37
YER003C		1	0.19	0.4	0.81	-0.07	-0.15	-0.42	-0.79
YFL045C		1	0.43	0.48	1.03	0.21	-0.2	-0.69	-1.29
YJR105W		1	0.36	0.52	1.12	0.21	-0.06	-0.74	-1.06
YBR220C		1	0.29	0.45	0.58	0.06	-0.12	-0.58	-0.71
YDR233C		1	0.24	0.38	0.67	-0.07	-0.18	-0.6	-0.74
YGR189C		1	0.19	0.24	0.52	-0.15	-0.06	-0.51	-0.54
YPL028W		1	0.14	0.58	0.71	0.06	0.11	-0.81	-1.03
YGL135W		1	0.21	0.4	0.71	0.11	-0.17	-1.29	-2
YGL225W		1	0.19	0.36	0.78	0.11	-0.18	-1.15	-1.64
YML106W		1	0.12	0.21	0.6	0	-0.17	-0.79	-1.29
YER086W		1	0.19	0.38	0.78	0.11	-0.23	-0.94	-1.69
YML022W		1	0.15	0.4	0.69	0.07	-0.34	-1	-1.69
YPR163C		1	0.29	0.3	0.67	-0.1	-0.25	-0.76	-1.64
YLR197W		1	0.41	0.52	0.89	-0.07	-0.23	-0.92	-1.94
YDR119W		1	0.32	0.38	0.84	0.06	-0.34	-0.97	-1.36
YCR034W		1	0.12	0.15	0.92	0.01	-0.42	-0.89	-1.64
YOR217W		1	0.11	0.26	0.41	-0.09	-0.25	-0.34	-0.58
YML018C		1	0.26	0.38	0.69	-0.36	-0.49	-0.58	-1.22
YBL028C		1	0.26	0.25	0.71	-0.32	-0.42	-0.43	-1.06
YOL072W		1	0.12		0.36	-0.14	-0.15	-0.25	-0.6
YGR200C		1	0.14	0.43	0.54	-0.23	-0.42	-0.23	-0.89
YMR010W		1	0.15	0.34	0.29	-0.18	-0.18	-0.25	-0.86
YFL037W		1	0.3	0.54	0.54	-0.29	-0.27	-0.67	-1.29
YGL245W		1	0.3	0.52	0.3	-0.36	-0.25	-0.49	-1.06
YLR130C		1	0.15	0.38	0.4	-0.12	-0.04	-0.43	-0.71
YGL111W		1	0.36	0.34	0.6	-0.27	-0.06	-0.62	-1
YLR429W		1	0.2	0.36	0.4	-0.1	0.15	-0.32	-0.67
YLR378C		1	0.11	0.19	0.34	-0.18	0.12	-0.27	-0.84
YPL168W		1	0.08	0.24	0.34	-0.1	0.24	-0.58	-0.84
YLR300W		1	0.06	0.5	1.03	0.38	0.45	-0.81	-1.74
YJR143C		1	0.08	0.34	0.54	0.07	0.26	-0.64	-1.22
YDL184C		1	0.17	0.08	0.5	0.25	0.25	-0.74	-1.43
YBR031W		1	0.2	0.24	0.71	0.3	0.11	-0.81	-1.64
YOR270C		1	0.07	0.15	0.4	0.3	0.06	-0.4	-0.92
YLR286C		1	0.29	0.2	0.64	0.34	-0.06	-0.49	-0.97
YBL040C		1	0.34	0.16	0.5	0.25	0.03	-0.25	-0.67
YMR221C		1	-0.12	-0.04	0.43	0.14	-0.1	-0.58	-0.84
YBR219C		1	0	-0.06	0.48	0.14	-0.07	-0.58	-0.84
YLR050C		1	0.07	-0.12	0.4	0.2	0	-0.34	-0.92
YBR162C		1	0.01	-0.07	0.56	0.08	-0.04	-0.51	-1.56
YBR243C		1	0	-0.17	0.3	0.07	0.03	-0.51	-1.18
YHR021C		1	-0.34	-0.18	0.48	0.03	-0.15	-0.51	-1.32
YDR410C		1	-0.07	-0.14	0.3	-0.07	-0.2	-0.2	-0.86
YPR063C		1	-0.07	-0.09	0.21	-0.09	-0.04	-0.18	-0.51
YPL214C		1	-0.03	-0.12	0.26	-0.09	-0.12	-0.29	-0.6
YJL013C		1	0.03	-0.09	0.12	0.07	-0.17	-0.22	-0.56
YIL051C		1	0.14	-0.14	0.14	0.03	-0.18	-0.43	-0.89
YPL046C		1	0.06	-0.18	0.15	0.08	-0.18	-0.56	-0.89
YIL104C		1	0.07	-0.18	0.2	-0.01	-0.22	-0.58	
YEL003W		1	0	-0.17	0.21	-0.17	-0.4	-0.81	-1.09
YHR025W		1	0.08	-0.06		0.07	-0.45	-0.86	-1.09
YDR023W		1	0.48	-0.07	0.56	-0.27	-0.38	-1	-1.56
YMR212C		1	0.4	-0.01	0.2	-0.03	-0.09	-0.64	-1.06
YDR454C		1	0.25	0.12	0.36	-0.12	-0.09	-0.49	-1.32
YOR247W		1	0.26	-0.04	0.3	-0.2	-0.06	-0.54	-1.25
YIL131C		1	0.04	-0.03	0.29	-0.09	-0.12	-0.23	-0.58
YNL102W		1	0.03	0	0.29	-0.1	-0.15	-0.29	-0.71
YPR097W		1	0.04	-0.06	0.29	-0.07	-0.2	-0.3	-0.79
YKL154W		1	0.08	0	0.29	0.01	-0.14	-0.4	-1.09
YBR084C-A		1	0.07	0.14	0.5	-0.1	-0.23	-0.89	-1.84
YBR244W		1	0	0.01	0.43	-0.03	-0.12	-0.43	-0.97
YNR061C		1	0.03	-0.03	0.38	0.07	-0.14	-0.47	-0.92
YPL079W		1	0	-0.03	0.58	-0.34	-0.1	-1.09	-1.84
YOL092W		1	0	-0.09	0.3	-0.1	-0.09	-0.54	-0.94
YDL212W		1	0.03	-0.12	0.29	-0.1	0.06	-0.47	-0.92
YPL238C		1	0	-0.1	-0.01	-0.22	-0.06	-0.74	-1.47
YNL178W		1	0	-0.06	0.04	-0.23	-0.09	-0.84	-2.18
YJR075W		1	0.04	-0.03	-0.04	-0.18	-0.06	-0.42	-1.09
YLR075W		1	0.12	0.08	0.11	-0.18	-0.1	-0.94	-2.25
YNL119W		1	0.14	-0.03	0.3	-0.22	-0.2	-1.15	-2.84
YNL069C		1	-0.1	-0.04	0.3	-0.2	-0.09	-1.09	-2.74
YBL027W		1	0.04	0.01	0.4	-0.17	-0.27	-1.12	-2.47
YGL042C		1	-0.04	-0.01	0.24	-0.17	-0.04	-0.54	-1.18
YPL220W		1	0.04	-0.01	0.4	-0.36	-0.04	-1.6	-2.74
YJL191W		1	0.14	-0.07	0.34	-0.3	-0.23	-0.92	-1.84
YCR031C		1	0.2	0.15	0.19	-0.23	-0.04	-0.89	-1.79
YMR054W		1	0.08	0.03	0.06	0.01	-0.03	-0.3	-0.71
YGR085C		1	0.25	0.15	0.4	-0.06	-0.17	-0.92	-2.18
YKR028W		1	0.16	0.04	0.15	0.03	-0.1	-0.36	-0.79
YDR385W		1	0.12	0.08	0.21	0.08	-0.3	-0.89	-1.64
YDL075W		1	0.26	0.11	0.29	-0.09	-0.38	-1.03	-2.06
YER074W		1	0.2	0.04	0.41	-0.14	-0.36	-1.12	-2.18
YLR198C		1	0.3	0.01	0.45	-0.15	-0.23	-1.36	-2.47
YDL061C		1	0.21	0.01	0.25	-0.09	-0.18	-0.89	-1.84
YKL006W		1	0.16	0.06	0.15	-0.06	-0.27	-1.06	-2.12
YIL018W		1	0.3	0.08	0.26	-0.22	-0.18	-1.36	-2.32
YDR418W		1	0.2	0.16	0.29	-0.2	-0.2	-1.74	-2.94
YNL271C		1	0.04	0.04	0.08	-0.01	-0.07	-0.49	-0.76
YGL102C		1	0.03	-0.1	0.16	0	-0.03	-1.4	-2.56
YNL209W		1	0.04	0.07	0.11	-0.04	-0.06	-0.94	-1.89
YBR032W		1	0	0.15	0.4	0.14	-0.06	-1.09	-2.4
YDR012W		1	0.11	0.14	0.29	0.12	0.01	-1.09	-2.18
YKL056C		1	0.11	0.06	0.32	0.04	-0.01	-1	-1.89
YPR132W		1	0.08	0.01	0.43	0.14	0.08	-1	-2
YER131W		1	0.36	0.14	0.48	0.04	-0.01	-1.36	-2.47
YPR102C		1	0.26	0.01	0.2	0.03	0.04	-1.32	-2.18
YBR181C		1	0.19	0.21	0.2	0.08	0.12	-1.6	-2.56
YML063W		1	0.21	0.21	0.4	0.01	-0.03	-1.6	-2.47
YER117W		1	0.15	0.16	0.21	0.11	-0.12	-1.22	-2.18
YBR106W		1	0.21	0.29	0.21	0.06	0.01	-1.09	-2
YMR121C		1	0.34	-0.04	0.34	0.32	-0.1	-1.36	-2.47
YPR051W		1	0.14	-0.06	0.08	0.03	-0.03	-0.32	-0.79
YOR248W		1	0.15	-0.18	0.21	0.08	-0.03	-0.74	-1.64
YJL158C		1	0.14	-0.14	0.19	0.07	-0.1	-0.74	-1.51
YLR088W		1	0.07	-0.09	0.19	0	-0.06	-0.42	-0.84
YJL190C		1	0.12	-0.18	0.34	0.08	-0.09	-1.47	-2.32
YHL001W		1	0.21	-0.1	0.21	0.12	-0.2	-1.51	-1.94
YLR076C		1	0.21	-0.04	0.08	0.07	-0.3	-1.51	-2.32
YJL188C		1	0.03		0.07	0	-0.2	-1.15	-1.89
YLR325C		1	0.04	0.01	0.12	0.03	-0.3	-1.56	-2.56
YDL136W		1	-0.07	-0.01	-0.04	-0.36	-0.22	-1.56	-2.56
YLR065C		1	0.07	-0.07	-0.04	-0.12	-0.07	-0.58	-0.94
YLR062C		1	0.19	-0.06	0.06	-0.36	-0.1	-1.89	-2.84
YDR366C		1	0.06	0	-0.07	-0.09	-0.07	-1.15	-1.69
YLL045C		1	0.19	-0.18	-0.09	-0.1	-0.1	-1.94	-3.06
YOL127W		1	0.19	-0.23	0.14	-0.2	-0.12	-1.47	-2
YDL191W		1	0.14	-0.15	0.15	-0.23	-0.15	-1.47	-1.94
YBR254C		1	0.07	0.03	0.08	-0.07	0.01	-0.71	-0.94
YOL121C		1	0.41	0.01	0.14	-0.12	0.01	-1.47	-2.25
YOR293W		1	0.34	-0.12	0.06	-0.3	-0.34	-1.32	-1.89
YIL052C		1	0.43	-0.1	0.26	-0.1	-0.34	-1.64	-2.25
YKR057W		1	0.29	-0.12	0.2	-0.09	-0.38	-1.56	-2.18
YNL301C		1	0.21	-0.12	0.25	-0.3	-0.56	-1.89	-2.47
YOL120C		1	0.26	-0.09	0.4	-0.17	-0.6	-1.79	-2.4
YJL136C		1	0.19	-0.09	0.34	-0.07	-0.47	-1.47	-2.4
YBR143C		1	0.24	0.03	0.25	-0.38	-0.47	-1.06	-1.74
YKR059W		1	0.21	0.07	0.48	-0.27	-0.51	-1.43	-2.32
YEL054C		1	0.2	0.08	0.32	-0.32	-0.47	-1.64	-2.47
YOR312C		1	0.24	-0.01	0.25	-0.42	-0.45	-1.51	-2.56
YOR310C		1	0.15	-0.01	0.34	-0.6	-0.64	-1.84	-3.06
YAL038W		1	0.08	0.19	0.29	-0.36	-0.4	-1.32	-2.32
YHL033C		1	0.34	0.21	0.19	-0.18	-0.51	-1.56	-2.47
YJL183W		1	0.32	0.21	0.16	-0.14	-0.25	-1.09	-1.56
YIL133C		1	0.34	0.26	0.21	-0.36	-0.34	-1.6	-2.25
YDR417C		1	0.32	0.12	0.08	-0.34	-0.25	-1.64	-2.56
YGR148C		1	0.2	0.11	0.06	-0.29	-0.27	-1.84	-2.64
YGL103W		1	0.21	0.19	0.06	-0.14	-0.3	-1.51	-2.12
YLR185W		1	0.32	0.12	0.16	-0.09	-0.17	-1.29	-1.84
YNR051C		1	0.19	0.07	0.2	-0.07	-0.29	-1.15	-1.56
YMR242C		1	0.3	0.24	0.34	-0.14	-0.22	-1.47	-2
YLR048W		1	0.32	0.24	0.45	-0.1	-0.34	-1.94	-2.56
YGL123W		1	0.12	0.15	0.43	-0.1	-0.23	-1.51	-2.06
YLR340W		1	0.2	0.32	0.48	-0.09	-0.43	-1.79	-2.74
YGR214W		1	0.26	0.15	0.45	-0.36	-0.29	-1.69	-2.47
YDR500C		1	0.2	0.06	0.38	-0.25	-0.27	-1.22	-1.84
YDR399W		1	0.06	0.12	0.25	-0.34	-0.34	-1.51	-1.89
